year,month,dong,num,code,name,count,cost,Name
2021,12,학하동,73,I,숙박 및 음식점업(55-56),2263.64,3969.59,숙박
2021,12,학하동,81,Q,보건업 및 사회복지 서비스업(86-87),66.67,3.6,보건업
2021,12,학하동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),60,256.34,협회
2021,12,계산동,67,C,제조업(10-34),205.56,167.91,제조업
2021,12,계산동,71,G,도매 및 소매업(45-47),3594.85,3957.26,도매
2021,12,계산동,73,I,숙박 및 음식점업(55-56),2332.42,1980.8,숙박
2021,12,계산동,74,J,정보통신업(58-63),5.88,2.32,정보통신업
2021,12,계산동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),92,56.71,사업시설
2021,12,계산동,80,P,교육 서비스업(85),1118.52,1198.67,교육
2021,12,계산동,81,Q,보건업 및 사회복지 서비스업(86-87),11714.29,35232.63,보건업
2021,12,계산동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),173.81,49.18,예술
2021,12,계산동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2010.53,2190.29,협회
2021,12,성북동,71,G,도매 및 소매업(45-47),83.33,108.3,도매
2021,12,성북동,73,I,숙박 및 음식점업(55-56),50,43.69,숙박
2021,12,방동,71,G,도매 및 소매업(45-47),183.33,77.04,도매
2021,12,봉명동,67,C,제조업(10-34),634.78,449.61,제조업
2021,12,봉명동,71,G,도매 및 소매업(45-47),2323.83,1965.47,도매
2021,12,봉명동,72,H,운수 및 창고업(49-52),4333.33,5646.08,운수
2021,12,봉명동,73,I,숙박 및 음식점업(55-56),1627.34,1412.88,숙박
2021,12,봉명동,74,J,정보통신업(58-63),1860,1424.56,정보통신업
2021,12,봉명동,77,M,전문  과학 및 기술 서비스업(70-73),1122.22,341.65,전문
2021,12,봉명동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),1212.5,1000.3,사업시설
2021,12,봉명동,79,O,공공 행정  국방 및 사회보장 행정(84),1212.5,1872.95,공공
2021,12,봉명동,80,P,교육 서비스업(85),966.32,608.13,교육
2021,12,봉명동,81,Q,보건업 및 사회복지 서비스업(86-87),2145.45,1189.85,보건업
2021,12,봉명동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2955,574.22,예술
2021,12,봉명동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1345.19,771.01,협회
2021,12,구암동,67,C,제조업(10-34),366.67,254.89,제조업
2021,12,구암동,71,G,도매 및 소매업(45-47),5745.71,6081.82,도매
2021,12,구암동,72,H,운수 및 창고업(49-52),242.86,1340.8,운수
2021,12,구암동,73,I,숙박 및 음식점업(55-56),3054.88,3296.87,숙박
2021,12,구암동,77,M,전문  과학 및 기술 서비스업(70-73),133.33,115.28,전문
2021,12,구암동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),57.14,155.94,사업시설
2021,12,구암동,80,P,교육 서비스업(85),244.44,260.32,교육
2021,12,구암동,81,Q,보건업 및 사회복지 서비스업(86-87),249.79,209.82,보건업
2021,12,구암동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),733.33,144.41,예술
2021,12,구암동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),272.81,210.21,협회
2021,12,덕명동,67,C,제조업(10-34),900,1033.06,제조업
2021,12,덕명동,71,G,도매 및 소매업(45-47),4188.42,3047.81,도매
2021,12,덕명동,73,I,숙박 및 음식점업(55-56),2485.06,2116.08,숙박
2021,12,덕명동,74,J,정보통신업(58-63),176.96,49.72,정보통신업
2021,12,덕명동,77,M,전문  과학 및 기술 서비스업(70-73),100,3.12,전문
2021,12,덕명동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),233.33,97.75,사업시설
2021,12,덕명동,80,P,교육 서비스업(85),1585.71,811.53,교육
2021,12,덕명동,81,Q,보건업 및 사회복지 서비스업(86-87),6400,19508,보건업
2021,12,덕명동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3270,217.48,예술
2021,12,덕명동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4141.67,842.76,협회
2021,12,원신흥동,67,C,제조업(10-34),736.36,783.91,제조업
2021,12,원신흥동,71,G,도매 및 소매업(45-47),2992.95,2775.27,도매
2021,12,원신흥동,72,H,운수 및 창고업(49-52),277.78,2341.36,운수
2021,12,원신흥동,73,I,숙박 및 음식점업(55-56),1950.91,1775.92,숙박
2021,12,원신흥동,74,J,정보통신업(58-63),60.47,71.95,정보통신업
2021,12,원신흥동,77,M,전문  과학 및 기술 서비스업(70-73),72.41,141.19,전문
2021,12,원신흥동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),50,94.01,사업시설
2021,12,원신흥동,79,O,공공 행정  국방 및 사회보장 행정(84),1233.33,4323.33,공공
2021,12,원신흥동,80,P,교육 서비스업(85),1680.77,839.63,교육
2021,12,원신흥동,81,Q,보건업 및 사회복지 서비스업(86-87),2815,1612.46,보건업
2021,12,원신흥동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3900,2424.16,예술
2021,12,원신흥동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2021.43,1777.72,협회
2021,12,상대동,67,C,제조업(10-34),586.21,786.45,제조업
2021,12,상대동,71,G,도매 및 소매업(45-47),1758.89,1635.12,도매
2021,12,상대동,72,H,운수 및 창고업(49-52),1900,16190,운수
2021,12,상대동,73,I,숙박 및 음식점업(55-56),1399.61,1165.67,숙박
2021,12,상대동,74,J,정보통신업(58-63),2454.55,3366.08,정보통신업
2021,12,상대동,77,M,전문  과학 및 기술 서비스업(70-73),167.5,246.53,전문
2021,12,상대동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),59.13,354.87,사업시설
2021,12,상대동,79,O,공공 행정  국방 및 사회보장 행정(84),1966.67,4380.26,공공
2021,12,상대동,80,P,교육 서비스업(85),1241.57,942.51,교육
2021,12,상대동,81,Q,보건업 및 사회복지 서비스업(86-87),1654.19,910.95,보건업
2021,12,상대동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2185.71,752.41,예술
2021,12,상대동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1192.21,902.21,협회
2021,12,복용동,71,G,도매 및 소매업(45-47),230.91,229.42,도매
2021,12,복용동,73,I,숙박 및 음식점업(55-56),128.93,146.99,숙박
2021,12,복용동,81,Q,보건업 및 사회복지 서비스업(86-87),125,17.57,보건업
2021,12,복용동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),333.33,21.85,예술
2021,12,장대동,67,C,제조업(10-34),193.33,122.18,제조업
2021,12,장대동,71,G,도매 및 소매업(45-47),3855.5,3108.04,도매
2021,12,장대동,72,H,운수 및 창고업(49-52),75,765.43,운수
2021,12,장대동,73,I,숙박 및 음식점업(55-56),2477.34,2122.57,숙박
2021,12,장대동,74,J,정보통신업(58-63),114.93,21.54,정보통신업
2021,12,장대동,77,M,전문  과학 및 기술 서비스업(70-73),126.67,88.12,전문
2021,12,장대동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),160,125.37,사업시설
2021,12,장대동,79,O,공공 행정  국방 및 사회보장 행정(84),500,125.78,공공
2021,12,장대동,80,P,교육 서비스업(85),1666.67,992.83,교육
2021,12,장대동,81,Q,보건업 및 사회복지 서비스업(86-87),7676.47,2671.82,보건업
2021,12,장대동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),613.64,226.59,예술
2021,12,장대동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2891.3,2373.86,협회
2021,12,갑동,71,G,도매 및 소매업(45-47),113.89,121.8,도매
2021,12,갑동,73,I,숙박 및 음식점업(55-56),89.74,116.66,숙박
2021,12,갑동,81,Q,보건업 및 사회복지 서비스업(86-87),50,5.47,보건업
2021,12,노은동,67,C,제조업(10-34),361.82,295.18,제조업
2021,12,노은동,71,G,도매 및 소매업(45-47),1294.17,1068.54,도매
2021,12,노은동,72,H,운수 및 창고업(49-52),500,314.47,운수
2021,12,노은동,73,I,숙박 및 음식점업(55-56),1083.12,1047.15,숙박
2021,12,노은동,74,J,정보통신업(58-63),685.71,491.1,정보통신업
2021,12,노은동,77,M,전문  과학 및 기술 서비스업(70-73),1100,4062.08,전문
2021,12,노은동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),1560,719.97,사업시설
2021,12,노은동,79,O,공공 행정  국방 및 사회보장 행정(84),975,1168.42,공공
2021,12,노은동,80,P,교육 서비스업(85),630.2,465.68,교육
2021,12,노은동,81,Q,보건업 및 사회복지 서비스업(86-87),1297.67,1058.43,보건업
2021,12,노은동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2119.23,1018.36,예술
2021,12,노은동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),937.01,954.27,협회
2021,12,지족동,67,C,제조업(10-34),544.36,621.49,제조업
2021,12,지족동,71,G,도매 및 소매업(45-47),1599.9,1118.92,도매
2021,12,지족동,72,H,운수 및 창고업(49-52),121.88,103.85,운수
2021,12,지족동,73,I,숙박 및 음식점업(55-56),1289.59,1182.84,숙박
2021,12,지족동,74,J,정보통신업(58-63),4266.67,8560.83,정보통신업
2021,12,지족동,76,L,부동산업(68),366.67,738.64,부동산업
2021,12,지족동,77,M,전문  과학 및 기술 서비스업(70-73),2862.5,878.24,전문
2021,12,지족동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),761.54,1194.18,사업시설
2021,12,지족동,79,O,공공 행정  국방 및 사회보장 행정(84),895.83,1938.34,공공
2021,12,지족동,80,P,교육 서비스업(85),719.45,522.17,교육
2021,12,지족동,81,Q,보건업 및 사회복지 서비스업(86-87),1850.58,973.28,보건업
2021,12,지족동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2757.78,565.31,예술
2021,12,지족동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1209.38,683.31,협회
2021,12,죽동,67,C,제조업(10-34),391.67,263.75,제조업
2021,12,죽동,71,G,도매 및 소매업(45-47),2070.57,1547.79,도매
2021,12,죽동,72,H,운수 및 창고업(49-52),328.57,404.71,운수
2021,12,죽동,73,I,숙박 및 음식점업(55-56),1470.24,1198.73,숙박
2021,12,죽동,74,J,정보통신업(58-63),100,92,정보통신업
2021,12,죽동,77,M,전문  과학 및 기술 서비스업(70-73),1375,4021.48,전문
2021,12,죽동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),32.94,40.89,사업시설
2021,12,죽동,79,O,공공 행정  국방 및 사회보장 행정(84),1200,1192.22,공공
2021,12,죽동,80,P,교육 서비스업(85),1357.89,823.8,교육
2021,12,죽동,81,Q,보건업 및 사회복지 서비스업(86-87),1727.27,611.69,보건업
2021,12,죽동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2715.38,419.1,예술
2021,12,죽동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1305.62,733.4,협회
2021,12,궁동,67,C,제조업(10-34),135.71,158.27,제조업
2021,12,궁동,71,G,도매 및 소매업(45-47),10390.59,8531.4,도매
2021,12,궁동,72,H,운수 및 창고업(49-52),500,178.13,운수
2021,12,궁동,73,I,숙박 및 음식점업(55-56),5869.13,5156.26,숙박
2021,12,궁동,74,J,정보통신업(58-63),131233.33,44799.83,정보통신업
2021,12,궁동,77,M,전문  과학 및 기술 서비스업(70-73),2960,1105.43,전문
2021,12,궁동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),5933.33,3659.16,사업시설
2021,12,궁동,79,O,공공 행정  국방 및 사회보장 행정(84),175,243.75,공공
2021,12,궁동,80,P,교육 서비스업(85),740.74,113.02,교육
2021,12,궁동,81,Q,보건업 및 사회복지 서비스업(86-87),19200,70563.82,보건업
2021,12,궁동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),1381.82,182.44,예술
2021,12,궁동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),6268.75,6652.21,협회
2021,12,어은동,67,C,제조업(10-34),395.24,621.85,제조업
2021,12,어은동,71,G,도매 및 소매업(45-47),3265.21,2834.42,도매
2021,12,어은동,72,H,운수 및 창고업(49-52),93.75,41.23,운수
2021,12,어은동,73,I,숙박 및 음식점업(55-56),2648.6,2500.94,숙박
2021,12,어은동,74,J,정보통신업(58-63),525,341.88,정보통신업
2021,12,어은동,77,M,전문  과학 및 기술 서비스업(70-73),305.88,180.21,전문
2021,12,어은동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),22.5,8.91,사업시설
2021,12,어은동,79,O,공공 행정  국방 및 사회보장 행정(84),78.95,47.42,공공
2021,12,어은동,80,P,교육 서비스업(85),1581.82,599.37,교육
2021,12,어은동,81,Q,보건업 및 사회복지 서비스업(86-87),3370.21,2602.91,보건업
2021,12,어은동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),908.05,137.14,예술
2021,12,어은동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),3517.39,4142.66,협회
2021,12,구성동,67,C,제조업(10-34),27.27,49.26,제조업
2021,12,구성동,71,G,도매 및 소매업(45-47),8928.17,6565.64,도매
2021,12,구성동,72,H,운수 및 창고업(49-52),257.14,372.08,운수
2021,12,구성동,73,I,숙박 및 음식점업(55-56),5643.73,3703.3,숙박
2021,12,구성동,74,J,정보통신업(58-63),8.47,7.35,정보통신업
2021,12,구성동,77,M,전문  과학 및 기술 서비스업(70-73),233.33,56.52,전문
2021,12,구성동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),133.33,203.68,사업시설
2021,12,구성동,80,P,교육 서비스업(85),1560,62503.45,교육
2021,12,구성동,81,Q,보건업 및 사회복지 서비스업(86-87),235.29,336.97,보건업
2021,12,구성동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2374.19,77.08,예술
2021,12,구성동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),199.41,130.1,협회
2021,12,신성동,67,C,제조업(10-34),500,375.42,제조업
2021,12,신성동,71,G,도매 및 소매업(45-47),2465.07,1959.98,도매
2021,12,신성동,72,H,운수 및 창고업(49-52),266.67,559.79,운수
2021,12,신성동,73,I,숙박 및 음식점업(55-56),2040.32,1817.62,숙박
2021,12,신성동,74,J,정보통신업(58-63),3.03,3.4,정보통신업
2021,12,신성동,77,M,전문  과학 및 기술 서비스업(70-73),61.11,68.99,전문
2021,12,신성동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),312.5,495.34,사업시설
2021,12,신성동,79,O,공공 행정  국방 및 사회보장 행정(84),122.58,118.13,공공
2021,12,신성동,80,P,교육 서비스업(85),823.19,579.47,교육
2021,12,신성동,81,Q,보건업 및 사회복지 서비스업(86-87),1880.26,915.2,보건업
2021,12,신성동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),4316.67,2834.2,예술
2021,12,신성동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1494.74,1151.96,협회
2021,12,가정동,67,C,제조업(10-34),100,100,제조업
2021,12,가정동,71,G,도매 및 소매업(45-47),3570.83,8443.46,도매
2021,12,가정동,73,I,숙박 및 음식점업(55-56),2054.76,1851.11,숙박
2021,12,가정동,80,P,교육 서비스업(85),325,277.41,교육
2021,12,가정동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),92.31,57.59,협회
2021,12,도룡동,67,C,제조업(10-34),185.71,582.7,제조업
2021,12,도룡동,71,G,도매 및 소매업(45-47),2303.43,2642.93,도매
2021,12,도룡동,72,H,운수 및 창고업(49-52),78.57,36.75,운수
2021,12,도룡동,73,I,숙박 및 음식점업(55-56),2060.69,1798.07,숙박
2021,12,도룡동,74,J,정보통신업(58-63),100,44.49,정보통신업
2021,12,도룡동,79,O,공공 행정  국방 및 사회보장 행정(84),187.5,203.5,공공
2021,12,도룡동,80,P,교육 서비스업(85),904.35,620.64,교육
2021,12,도룡동,81,Q,보건업 및 사회복지 서비스업(86-87),2577.78,3565.14,보건업
2021,12,도룡동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),4233.33,9304.04,예술
2021,12,도룡동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4118.18,6450.11,협회
2021,12,장동,71,G,도매 및 소매업(45-47),26025,81416.07,도매
2021,12,장동,73,I,숙박 및 음식점업(55-56),3024.39,2556.8,숙박
2021,12,장동,80,P,교육 서비스업(85),100,100,교육
2021,12,장동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),100,745.45,협회
2021,12,화암동,71,G,도매 및 소매업(45-47),93.99,78.35,도매
2021,12,화암동,73,I,숙박 및 음식점업(55-56),7350,8607.59,숙박
2021,12,화암동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),100,125,협회
2021,12,덕진동,71,G,도매 및 소매업(45-47),150,187.11,도매
2021,12,덕진동,73,I,숙박 및 음식점업(55-56),6400,3301.73,숙박
2021,12,덕진동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),66.67,28.61,협회
2021,12,하기동,67,C,제조업(10-34),433.33,481.76,제조업
2021,12,하기동,71,G,도매 및 소매업(45-47),1583.29,1215.77,도매
2021,12,하기동,73,I,숙박 및 음식점업(55-56),1445.13,1261.59,숙박
2021,12,하기동,74,J,정보통신업(58-63),6.41,15.33,정보통신업
2021,12,하기동,77,M,전문  과학 및 기술 서비스업(70-73),54.76,39.48,전문
2021,12,하기동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),25.4,77.8,사업시설
2021,12,하기동,79,O,공공 행정  국방 및 사회보장 행정(84),75,60.89,공공
2021,12,하기동,80,P,교육 서비스업(85),740.91,524.38,교육
2021,12,하기동,81,Q,보건업 및 사회복지 서비스업(86-87),1868.18,985.41,보건업
2021,12,하기동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3300,714.28,예술
2021,12,하기동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1151.67,615.37,협회
2021,12,추목동,67,C,제조업(10-34),75,583.75,제조업
2021,12,추목동,71,G,도매 및 소매업(45-47),6982.09,10649.77,도매
2021,12,추목동,73,I,숙박 및 음식점업(55-56),9706.25,3069.76,숙박
2021,12,추목동,77,M,전문  과학 및 기술 서비스업(70-73),200,140.51,전문
2021,12,추목동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),33.33,4.92,사업시설
2021,12,추목동,79,O,공공 행정  국방 및 사회보장 행정(84),223.08,146.32,공공
2021,12,추목동,80,P,교육 서비스업(85),215.38,228,교육
2021,12,추목동,81,Q,보건업 및 사회복지 서비스업(86-87),184.29,115.83,보건업
2021,12,추목동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),187.14,493.15,예술
2021,12,추목동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),220,175.57,협회
2021,12,자운동,71,G,도매 및 소매업(45-47),200,597.78,도매
2021,12,자운동,73,I,숙박 및 음식점업(55-56),412.5,215.9,숙박
2021,12,신봉동,71,G,도매 및 소매업(45-47),6592.59,11719.6,도매
2021,12,신봉동,73,I,숙박 및 음식점업(55-56),7559.09,8121.07,숙박
2021,12,신봉동,77,M,전문  과학 및 기술 서비스업(70-73),100,100,전문
2021,12,신봉동,79,O,공공 행정  국방 및 사회보장 행정(84),145.45,241.04,공공
2021,12,신봉동,80,P,교육 서비스업(85),137.5,93,교육
2021,12,신봉동,81,Q,보건업 및 사회복지 서비스업(86-87),142.86,111.66,보건업
2021,12,신봉동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),91.57,112.54,예술
2021,12,신봉동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),373.68,303.76,협회
2021,12,수남동,71,G,도매 및 소매업(45-47),2336.36,4680.4,도매
2021,12,수남동,73,I,숙박 및 음식점업(55-56),439.29,365.33,숙박
2021,12,수남동,81,Q,보건업 및 사회복지 서비스업(86-87),50,11.23,보건업
2021,12,수남동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),83.33,37.62,협회
2021,12,안산동,71,G,도매 및 소매업(45-47),80,32.89,도매
2021,12,안산동,73,I,숙박 및 음식점업(55-56),77.78,71.04,숙박
2021,12,외삼동,71,G,도매 및 소매업(45-47),108.47,173.12,도매
2021,12,외삼동,73,I,숙박 및 음식점업(55-56),126.32,68.01,숙박
2021,12,반석동,67,C,제조업(10-34),864.29,1287.47,제조업
2021,12,반석동,71,G,도매 및 소매업(45-47),2665.82,1663.74,도매
2021,12,반석동,72,H,운수 및 창고업(49-52),400,1166.29,운수
2021,12,반석동,73,I,숙박 및 음식점업(55-56),2184.18,2064.74,숙박
2021,12,반석동,74,J,정보통신업(58-63),13.16,30.44,정보통신업
2021,12,반석동,77,M,전문  과학 및 기술 서비스업(70-73),146.43,125.94,전문
2021,12,반석동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),83.56,99.96,사업시설
2021,12,반석동,79,O,공공 행정  국방 및 사회보장 행정(84),126.32,63.87,공공
2021,12,반석동,80,P,교육 서비스업(85),1005.77,872.82,교육
2021,12,반석동,81,Q,보건업 및 사회복지 서비스업(86-87),3011.27,2363.09,보건업
2021,12,반석동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),4038.46,616.36,예술
2021,12,반석동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1771.21,1148.34,협회
2021,12,문지동,67,C,제조업(10-34),241.67,204.3,제조업
2021,12,문지동,71,G,도매 및 소매업(45-47),2176.69,1551.96,도매
2021,12,문지동,73,I,숙박 및 음식점업(55-56),1845.49,1429.77,숙박
2021,12,문지동,74,J,정보통신업(58-63),144.83,230.87,정보통신업
2021,12,문지동,79,O,공공 행정  국방 및 사회보장 행정(84),13.04,12.83,공공
2021,12,문지동,80,P,교육 서비스업(85),6533.33,3183.64,교육
2021,12,문지동,81,Q,보건업 및 사회복지 서비스업(86-87),2669.23,7513.6,보건업
2021,12,문지동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),216.67,259.28,예술
2021,12,문지동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2442.86,2511.09,협회
2021,12,전민동,67,C,제조업(10-34),1271.43,2138.87,제조업
2021,12,전민동,71,G,도매 및 소매업(45-47),2286.48,1983.38,도매
2021,12,전민동,72,H,운수 및 창고업(49-52),83.33,31.62,운수
2021,12,전민동,73,I,숙박 및 음식점업(55-56),1834.39,1652.91,숙박
2021,12,전민동,74,J,정보통신업(58-63),21766.67,28752.5,정보통신업
2021,12,전민동,77,M,전문  과학 및 기술 서비스업(70-73),78,98.61,전문
2021,12,전민동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),84.25,69.75,사업시설
2021,12,전민동,79,O,공공 행정  국방 및 사회보장 행정(84),1514.29,2085.75,공공
2021,12,전민동,80,P,교육 서비스업(85),970.71,871.09,교육
2021,12,전민동,81,Q,보건업 및 사회복지 서비스업(86-87),2276.3,2389.4,보건업
2021,12,전민동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),7580,3256.38,예술
2021,12,전민동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1611.11,1160.61,협회
2021,12,원촌동,71,G,도매 및 소매업(45-47),3733.33,8627.58,도매
2021,12,원촌동,73,I,숙박 및 음식점업(55-56),1348.28,465.78,숙박
2021,12,탑립동,71,G,도매 및 소매업(45-47),4650,18487.78,도매
2021,12,탑립동,73,I,숙박 및 음식점업(55-56),892.31,774.76,숙박
2021,12,탑립동,81,Q,보건업 및 사회복지 서비스업(86-87),233.33,311.9,보건업
2021,12,탑립동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),21.43,4.36,협회
2021,12,용산동,67,C,제조업(10-34),66.67,32.34,제조업
2021,12,용산동,71,G,도매 및 소매업(45-47),1902.66,2052.52,도매
2021,12,용산동,73,I,숙박 및 음식점업(55-56),1524.15,1534.23,숙박
2021,12,용산동,77,M,전문  과학 및 기술 서비스업(70-73),50,15.15,전문
2021,12,용산동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),133.33,850.81,사업시설
2021,12,용산동,79,O,공공 행정  국방 및 사회보장 행정(84),100,80.26,공공
2021,12,용산동,80,P,교육 서비스업(85),834.62,704.36,교육
2021,12,용산동,81,Q,보건업 및 사회복지 서비스업(86-87),2083.33,817.55,보건업
2021,12,용산동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),658.82,450.43,예술
2021,12,용산동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2966.67,2935.54,협회
2021,12,봉산동,67,C,제조업(10-34),57.14,39.33,제조업
2021,12,봉산동,71,G,도매 및 소매업(45-47),4542.01,4760.77,도매
2021,12,봉산동,72,H,운수 및 창고업(49-52),57.14,82.02,운수
2021,12,봉산동,73,I,숙박 및 음식점업(55-56),2282.35,2270.32,숙박
2021,12,봉산동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),26.32,76.82,사업시설
2021,12,봉산동,80,P,교육 서비스업(85),750,932.44,교육
2021,12,봉산동,81,Q,보건업 및 사회복지 서비스업(86-87),27133.33,32651.14,보건업
2021,12,봉산동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2350,2946.53,예술
2021,12,봉산동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4100,2120.19,협회
2021,12,관평동,67,C,제조업(10-34),672.97,1122.87,제조업
2021,12,관평동,71,G,도매 및 소매업(45-47),1897.07,1457.56,도매
2021,12,관평동,72,H,운수 및 창고업(49-52),155.17,125.45,운수
2021,12,관평동,73,I,숙박 및 음식점업(55-56),1517.41,1366.1,숙박
2021,12,관평동,74,J,정보통신업(58-63),866.67,623.2,정보통신업
2021,12,관평동,77,M,전문  과학 및 기술 서비스업(70-73),1250,5844.71,전문
2021,12,관평동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),2005,888.29,사업시설
2021,12,관평동,79,O,공공 행정  국방 및 사회보장 행정(84),1185.71,1805.33,공공
2021,12,관평동,80,P,교육 서비스업(85),921.34,699.3,교육
2021,12,관평동,81,Q,보건업 및 사회복지 서비스업(86-87),1708.75,974.49,보건업
2021,12,관평동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),4070.27,1158.81,예술
2021,12,관평동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1374.78,902.83,협회
2021,12,송강동,67,C,제조업(10-34),191.09,163.48,제조업
2021,12,송강동,71,G,도매 및 소매업(45-47),5075.19,4651.58,도매
2021,12,송강동,72,H,운수 및 창고업(49-52),28.95,11.8,운수
2021,12,송강동,73,I,숙박 및 음식점업(55-56),3783.98,3708.38,숙박
2021,12,송강동,74,J,정보통신업(58-63),125,917.04,정보통신업
2021,12,송강동,77,M,전문  과학 및 기술 서비스업(70-73),50,53.58,전문
2021,12,송강동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),452.38,283.57,사업시설
2021,12,송강동,79,O,공공 행정  국방 및 사회보장 행정(84),416.67,656.52,공공
2021,12,송강동,80,P,교육 서비스업(85),8420,5522.92,교육
2021,12,송강동,81,Q,보건업 및 사회복지 서비스업(86-87),13271.43,17498.18,보건업
2021,12,송강동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),5650,477.06,예술
2021,12,송강동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4829.63,2722.01,협회
2022,1,원내동,67,C,제조업(10-34),446.15,958.89,제조업
2022,1,원내동,71,G,도매 및 소매업(45-47),21953.19,30552.88,도매
2022,1,원내동,72,H,운수 및 창고업(49-52),80,53.39,운수
2022,1,원내동,73,I,숙박 및 음식점업(55-56),9707.69,10397.52,숙박
2022,1,원내동,77,M,전문  과학 및 기술 서비스업(70-73),125,54.39,전문
2022,1,원내동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),37.5,224.08,사업시설
2022,1,원내동,80,P,교육 서비스업(85),304,193.44,교육
