year,month,dong,num,code,name,count,cost,Name
2021,10,궁동,81,Q,보건업 및 사회복지 서비스업(86-87),21500,78414.64,보건업
2021,10,궁동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),1971.52,158.68,예술
2021,10,궁동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),9306.25,8155.44,협회
2021,10,어은동,67,C,제조업(10-34),261.9,307.12,제조업
2021,10,어은동,71,G,도매 및 소매업(45-47),3523.32,2536.41,도매
2021,10,어은동,72,H,운수 및 창고업(49-52),181.25,180.7,운수
2021,10,어은동,73,I,숙박 및 음식점업(55-56),3048.92,2609.79,숙박
2021,10,어은동,74,J,정보통신업(58-63),875,249.11,정보통신업
2021,10,어은동,77,M,전문  과학 및 기술 서비스업(70-73),200,117.68,전문
2021,10,어은동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),55,26.67,사업시설
2021,10,어은동,79,O,공공 행정  국방 및 사회보장 행정(84),63.16,40.07,공공
2021,10,어은동,80,P,교육 서비스업(85),1412.12,463.46,교육
2021,10,어은동,81,Q,보건업 및 사회복지 서비스업(86-87),3508.51,1683.39,보건업
2021,10,어은동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),1041.38,79.14,예술
2021,10,어은동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4560.87,3126.47,협회
2021,10,구성동,71,G,도매 및 소매업(45-47),10790.14,7410,도매
2021,10,구성동,72,H,운수 및 창고업(49-52),209.52,486.36,운수
2021,10,구성동,73,I,숙박 및 음식점업(55-56),7056.08,4488.41,숙박
2021,10,구성동,74,J,정보통신업(58-63),30.51,21.22,정보통신업
2021,10,구성동,77,M,전문  과학 및 기술 서비스업(70-73),533.33,90.87,전문
2021,10,구성동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),433.33,586.76,사업시설
2021,10,구성동,79,O,공공 행정  국방 및 사회보장 행정(84),100,100,공공
2021,10,구성동,80,P,교육 서비스업(85),1460,24663.79,교육
2021,10,구성동,81,Q,보건업 및 사회복지 서비스업(86-87),221.57,267.7,보건업
2021,10,구성동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3190.32,80.58,예술
2021,10,구성동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),259.17,164.25,협회
2021,10,신성동,67,C,제조업(10-34),510,394.81,제조업
2021,10,신성동,71,G,도매 및 소매업(45-47),2709.23,1815.77,도매
2021,10,신성동,72,H,운수 및 창고업(49-52),166.67,317.53,운수
2021,10,신성동,73,I,숙박 및 음식점업(55-56),2387.81,1919.22,숙박
2021,10,신성동,77,M,전문  과학 및 기술 서비스업(70-73),27.78,17.43,전문
2021,10,신성동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),350,360.47,사업시설
2021,10,신성동,79,O,공공 행정  국방 및 사회보장 행정(84),64.52,53.38,공공
2021,10,신성동,80,P,교육 서비스업(85),595.65,317.61,교육
2021,10,신성동,81,Q,보건업 및 사회복지 서비스업(86-87),2114.47,526,보건업
2021,10,신성동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),5333.33,2364.96,예술
2021,10,신성동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1619.3,865.6,협회
2021,10,가정동,71,G,도매 및 소매업(45-47),3729.17,8173.83,도매
2021,10,가정동,73,I,숙박 및 음식점업(55-56),2607.14,1996.96,숙박
2021,10,가정동,80,P,교육 서비스업(85),275,122.33,교육
2021,10,가정동,81,Q,보건업 및 사회복지 서비스업(86-87),260,32.39,보건업
2021,10,가정동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),100,78.8,협회
2021,10,도룡동,67,C,제조업(10-34),142.86,204.41,제조업
2021,10,도룡동,71,G,도매 및 소매업(45-47),2474.01,2405.34,도매
2021,10,도룡동,72,H,운수 및 창고업(49-52),78.57,31.54,운수
2021,10,도룡동,73,I,숙박 및 음식점업(55-56),2395.38,1902.93,숙박
2021,10,도룡동,74,J,정보통신업(58-63),133.33,48.66,정보통신업
2021,10,도룡동,79,O,공공 행정  국방 및 사회보장 행정(84),87.5,38,공공
2021,10,도룡동,80,P,교육 서비스업(85),660.87,350.83,교육
2021,10,도룡동,81,Q,보건업 및 사회복지 서비스업(86-87),2927.78,2670.63,보건업
2021,10,도룡동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),7366.67,12247.04,예술
2021,10,도룡동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4681.82,4460.86,협회
2021,10,장동,71,G,도매 및 소매업(45-47),34400,93299.63,도매
2021,10,장동,73,I,숙박 및 음식점업(55-56),4117.07,3002.81,숙박
2021,10,장동,81,Q,보건업 및 사회복지 서비스업(86-87),38.46,8.22,보건업
2021,10,장동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),80,88.05,예술
2021,10,장동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),220,263.46,협회
2021,10,화암동,71,G,도매 및 소매업(45-47),130.9,103.16,도매
2021,10,화암동,73,I,숙박 및 음식점업(55-56),9450,6863.64,숙박
2021,10,화암동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),100,125,협회
2021,10,덕진동,71,G,도매 및 소매업(45-47),111.76,96.65,도매
2021,10,덕진동,73,I,숙박 및 음식점업(55-56),8766.67,2982.63,숙박
2021,10,덕진동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),116.67,74.49,협회
2021,10,하기동,67,C,제조업(10-34),440,329.33,제조업
2021,10,하기동,71,G,도매 및 소매업(45-47),1713.05,1049.58,도매
2021,10,하기동,73,I,숙박 및 음식점업(55-56),1636.08,1318.39,숙박
2021,10,하기동,74,J,정보통신업(58-63),2.56,2.02,정보통신업
2021,10,하기동,77,M,전문  과학 및 기술 서비스업(70-73),50,32.62,전문
2021,10,하기동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),11.11,28.95,사업시설
2021,10,하기동,79,O,공공 행정  국방 및 사회보장 행정(84),125,83.39,공공
2021,10,하기동,80,P,교육 서비스업(85),590,342.96,교육
2021,10,하기동,81,Q,보건업 및 사회복지 서비스업(86-87),1817.05,593.5,보건업
2021,10,하기동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3030.77,381.93,예술
2021,10,하기동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1395,475.66,협회
2021,10,추목동,71,G,도매 및 소매업(45-47),7282.09,10185.24,도매
2021,10,추목동,73,I,숙박 및 음식점업(55-56),10158.33,2921.91,숙박
2021,10,추목동,79,O,공공 행정  국방 및 사회보장 행정(84),115.38,72.02,공공
2021,10,추목동,80,P,교육 서비스업(85),219.23,160.77,교육
2021,10,추목동,81,Q,보건업 및 사회복지 서비스업(86-87),252.14,201.76,보건업
2021,10,추목동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),434.29,649.43,예술
2021,10,추목동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),212.31,121.97,협회
2021,10,자운동,71,G,도매 및 소매업(45-47),116.67,584.62,도매
2021,10,자운동,73,I,숙박 및 음식점업(55-56),187.5,244.82,숙박
2021,10,신봉동,67,C,제조업(10-34),80,162.28,제조업
2021,10,신봉동,71,G,도매 및 소매업(45-47),6929.63,11387.49,도매
2021,10,신봉동,73,I,숙박 및 음식점업(55-56),8790.91,8951.68,숙박
2021,10,신봉동,79,O,공공 행정  국방 및 사회보장 행정(84),36.36,47.4,공공
2021,10,신봉동,80,P,교육 서비스업(85),18.75,7.36,교육
2021,10,신봉동,81,Q,보건업 및 사회복지 서비스업(86-87),174.29,117.7,보건업
2021,10,신봉동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),227.71,238.98,예술
2021,10,신봉동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),352.63,134.32,협회
2021,10,수남동,71,G,도매 및 소매업(45-47),1990.91,3865.2,도매
2021,10,수남동,73,I,숙박 및 음식점업(55-56),554.76,376.03,숙박
2021,10,수남동,81,Q,보건업 및 사회복지 서비스업(86-87),50,23.35,보건업
2021,10,수남동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),91.67,61.23,협회
2021,10,안산동,73,I,숙박 및 음식점업(55-56),44.44,40.02,숙박
2021,10,외삼동,71,G,도매 및 소매업(45-47),113.56,95.71,도매
2021,10,외삼동,73,I,숙박 및 음식점업(55-56),200,151.96,숙박
2021,10,외삼동,81,Q,보건업 및 사회복지 서비스업(86-87),266.67,151.66,보건업
2021,10,반석동,67,C,제조업(10-34),785.71,670.2,제조업
2021,10,반석동,71,G,도매 및 소매업(45-47),2759.87,1390.32,도매
2021,10,반석동,73,I,숙박 및 음식점업(55-56),2386.62,2036.06,숙박
2021,10,반석동,77,M,전문  과학 및 기술 서비스업(70-73),117.86,111.18,전문
2021,10,반석동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),36.99,38.19,사업시설
2021,10,반석동,79,O,공공 행정  국방 및 사회보장 행정(84),89.47,50.48,공공
2021,10,반석동,80,P,교육 서비스업(85),737.5,516.19,교육
2021,10,반석동,81,Q,보건업 및 사회복지 서비스업(86-87),3115.49,1742.02,보건업
2021,10,반석동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),2630.77,334.64,예술
2021,10,반석동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1775.76,720.11,협회
2021,10,문지동,67,C,제조업(10-34),216.67,131.11,제조업
2021,10,문지동,71,G,도매 및 소매업(45-47),2317.48,1465.61,도매
2021,10,문지동,73,I,숙박 및 음식점업(55-56),1817.01,1373.54,숙박
2021,10,문지동,74,J,정보통신업(58-63),175.86,302.15,정보통신업
2021,10,문지동,77,M,전문  과학 및 기술 서비스업(70-73),233.33,617.64,전문
2021,10,문지동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),64.71,106.16,사업시설
2021,10,문지동,79,O,공공 행정  국방 및 사회보장 행정(84),47.83,36.04,공공
2021,10,문지동,80,P,교육 서비스업(85),4566.67,2060.25,교육
2021,10,문지동,81,Q,보건업 및 사회복지 서비스업(86-87),4200,8101.62,보건업
2021,10,문지동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),372.22,180.52,예술
2021,10,문지동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),2692.86,1781.13,협회
2021,10,전민동,67,C,제조업(10-34),1328.57,1242.18,제조업
2021,10,전민동,71,G,도매 및 소매업(45-47),2505.37,1824.91,도매
2021,10,전민동,72,H,운수 및 창고업(49-52),83.33,58.21,운수
2021,10,전민동,73,I,숙박 및 음식점업(55-56),2082.39,1699.69,숙박
2021,10,전민동,74,J,정보통신업(58-63),23300,26028.13,정보통신업
2021,10,전민동,77,M,전문  과학 및 기술 서비스업(70-73),63,33.58,전문
2021,10,전민동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),127.56,125.45,사업시설
2021,10,전민동,79,O,공공 행정  국방 및 사회보장 행정(84),1042.86,814.9,공공
2021,10,전민동,80,P,교육 서비스업(85),833.57,572.28,교육
2021,10,전민동,81,Q,보건업 및 사회복지 서비스업(86-87),2528.15,1695.96,보건업
2021,10,전민동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),9040,2050.99,예술
2021,10,전민동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),1783.33,895.37,협회
2021,10,원촌동,71,G,도매 및 소매업(45-47),4041.67,7806.95,도매
2021,10,원촌동,73,I,숙박 및 음식점업(55-56),1944.83,603.2,숙박
2021,10,원촌동,81,Q,보건업 및 사회복지 서비스업(86-87),200,3247.52,보건업
2021,10,원촌동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),100,214.78,협회
2021,10,탑립동,71,G,도매 및 소매업(45-47),6700,22817.27,도매
2021,10,탑립동,73,I,숙박 및 음식점업(55-56),1296.15,927.52,숙박
2021,10,탑립동,81,Q,보건업 및 사회복지 서비스업(86-87),133.33,312.7,보건업
2021,10,탑립동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),21.43,7.27,협회
2021,10,용산동,67,C,제조업(10-34),20,9.93,제조업
2021,10,용산동,71,G,도매 및 소매업(45-47),2115.61,1853.06,도매
2021,10,용산동,73,I,숙박 및 음식점업(55-56),1714.77,1500.96,숙박
2021,10,용산동,77,M,전문  과학 및 기술 서비스업(70-73),125,105.1,전문
2021,10,용산동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),133.33,599.44,사업시설
2021,10,용산동,79,O,공공 행정  국방 및 사회보장 행정(84),60,19.74,공공
2021,10,용산동,80,P,교육 서비스업(85),469.23,342.26,교육
2021,10,용산동,81,Q,보건업 및 사회복지 서비스업(86-87),2366.67,655.7,보건업
2021,10,용산동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),752.94,433.17,예술
2021,10,용산동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),3311.11,2294.46,협회
2021,10,봉산동,67,C,제조업(10-34),52.38,27.11,제조업
2021,10,봉산동,71,G,도매 및 소매업(45-47),4957.64,4580.69,도매
2021,10,봉산동,73,I,숙박 및 음식점업(55-56),2611.76,2281.93,숙박
2021,10,봉산동,77,M,전문  과학 및 기술 서비스업(70-73),100,51.53,전문
2021,10,봉산동,78,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),147.37,184.67,사업시설
2021,10,봉산동,79,O,공공 행정  국방 및 사회보장 행정(84),100,100,공공
2021,10,봉산동,80,P,교육 서비스업(85),505.56,472.26,교육
2021,10,봉산동,81,Q,보건업 및 사회복지 서비스업(86-87),28833.33,19457.83,보건업
2021,10,봉산동,82,R,예술  스포츠 및 여가관련 서비스업(90-91),3166.67,1555.54,예술
2021,10,봉산동,83,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),4900,2189.73,협회
2021,10,관평동,67,C,제조업(10-34),556.76,630.03,제조업
2021,10,관평동,71,G,도매 및 소매업(45-47),1994.38,1210.95,도매
2021,10,관평동,72,H,운수 및 창고업(49-52),141.38,94.38,운수
2021,10,관평동,73,I,숙박 및 음식점업(55-56),1691.15,1377.13,숙박
2021,10,관평동,74,J,정보통신업(58-63),1400,1442,정보통신업
2021,10,관평동,77,M,전문  과학 및 기술 서비스업(70-73),1316.67,5918.56,전문
